symbol	overallAssociationScore	geneticAssociations	somaticMutations	drugs	pathwaysSystemsBiology	textMining	rnaExpression	animalModels	targetName
SLC2A4	0.4102427470413621	0.5228204859459942	No data	No data	No data	0.5183570760686483	No data	0.6665893647945025	solute carrier family 2 member 4
C10orf67	0.40974811055209304	0.5392036227305755	No data	No data	No data	No data	No data	No data	chromosome 10 open reading frame 67
PGM1	0.4097212822486404	0.6616244687896604	No data	No data	No data	0.24671858203071625	No data	No data	phosphoglucomutase 1
CTTNBP2	0.40923227805030155	0.6731560231165343	No data	No data	No data	No data	No data	No data	cortactin binding protein 2
LEPR	0.40904090280984906	0.625421972037474	No data	No data	No data	0.5364218793042689	No data	0.7099753426694012	leptin receptor
UNC5C	0.40901785321321305	0.6728033105414667	No data	No data	No data	No data	No data	No data	unc-5 netrin receptor C
GTF2I	0.4086291066169838	0.6721638519094045	No data	No data	No data	No data	No data	No data	general transcription factor IIi
SCD5	0.4078310327490127	0.6708510809968162	No data	No data	No data	No data	No data	No data	stearoyl-CoA desaturase 5
TSHZ2	0.4077590796739644	0.670732723651982	No data	No data	No data	No data	No data	No data	teashirt zinc finger homeobox 2
KCNJ8	0.40771786611948474	0.041943432845264424	No data	0.6594360457426056	No data	0.03343619386863916	No data	No data	potassium inwardly rectifying channel subfamily J member 8
LINGO2	0.4071199247863869	0.6684655007997069	No data	No data	No data	0.024317231904464845	No data	No data	leucine rich repeat and Ig domain containing 2
TSHZ3	0.406864771712862	0.6668299317730995	No data	No data	No data	0.04863446380892969	No data	No data	teashirt zinc finger homeobox 3
PDE2A	0.4057715731617654	0.23813051498131085	No data	0.607930797611621	No data	No data	No data	No data	phosphodiesterase 2A
TMEM18	0.4057462071801839	0.6623947941952604	No data	No data	No data	0.10053814096209042	No data	No data	transmembrane protein 18
MSRA	0.4056226437577086	0.667218448795947	No data	No data	No data	No data	No data	No data	methionine sulfoxide reductase A
APOE	0.40546387625993635	0.6392123647293134	No data	No data	No data	0.5548984717701362	No data	No data	apolipoprotein E
JADE2	0.4051029365831508	0.6663635699567771	No data	No data	No data	No data	No data	No data	jade family PHD finger 2
COBLL1	0.4045130878029195	0.6569371649772324	No data	No data	No data	0.1691229705022329	No data	No data	cordon-bleu WH2 repeat protein like 1
CERKL	0.4043055864898855	0.6650519895986216	No data	No data	No data	No data	No data	No data	ceramide kinase like
C2CD4B	0.40403977967212945	0.6291651478064209	No data	No data	No data	0.7089921952105636	No data	No data	C2 calcium dependent domain containing 4B
DMRT2	0.40357320956171633	0.663847285163435	No data	No data	No data	No data	No data	No data	doublesex and mab-3 related transcription factor 2
TRPV1	0.40288861643151447	No data	No data	0.655636478257533	No data	0.14169406379999494	No data	No data	transient receptor potential cation channel subfamily V member 1
ADRB1	0.4008778574076297	0.4080665819844268	No data	0.5555595754944128	No data	0.08268365456516055	No data	No data	adrenoceptor beta 1
PEAK1	0.40019279486443066	0.6573748634753559	No data	No data	No data	0.01823792392834863	No data	No data	pseudopodium enriched atypical kinase 1
PDE4D	0.39967607677047895	0.049418694043596466	No data	0.6450821241323312	No data	No data	No data	No data	phosphodiesterase 4D
MAPK8IP1	0.39959903688833587	0.5218970485080414	No data	No data	No data	0.22224430133686832	No data	No data	mitogen-activated protein kinase 8 interacting protein 1
EBF2	0.39848970449866006	0.6548773745434031	No data	No data	No data	0.012158615952232422	No data	No data	EBF transcription factor 2
ZBED3	0.39835804441135025	0.6523810632060937	No data	No data	No data	0.057753425773104	No data	No data	zinc finger BED-type containing 3
HMG20A	0.3982200417244964	0.650634232271162	No data	No data	No data	0.08814996565368505	No data	No data	high mobility group 20A
ARAP1	0.398068404640816	0.6476993983060617	No data	No data	No data	0.14185801518809027	No data	No data	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1
NCR3LG1	0.3979706618704467	0.6546315196301205	No data	No data	No data	No data	No data	No data	natural killer cell cytotoxicity receptor 3 ligand 1
SSR1	0.39716014327342763	0.6513225029909774	No data	No data	No data	0.03951550184475537	No data	No data	signal sequence receptor subunit 1
SLC16A13	0.3966935827488016	0.5182419766396023	No data	No data	No data	0.21277577916406737	No data	No data	solute carrier family 16 member 13
KCNU1	0.39621057017833133	0.6517363024458123	No data	No data	No data	No data	No data	No data	potassium calcium-activated channel subfamily U member 1
RSPO3	0.3961125247020175	0.6506631288857557	No data	No data	No data	0.01823792392834863	No data	No data	R-spondin 3
P2RY1	0.3960694383074464	0.6515041512347872	No data	No data	No data	No data	No data	No data	purinergic receptor P2Y1
PDE5A	0.39550577393974307	No data	No data	0.6450821241323312	No data	0.10989684036735553	No data	No data	phosphodiesterase 5A
SCN4A	0.3947893290862133	0.039783593265897435	No data	0.6394525704520481	No data	No data	No data	No data	sodium voltage-gated channel alpha subunit 4
CNR1	0.39458868405274555	No data	No data	0.6416555441714547	No data	0.1482575750522636	No data	No data	cannabinoid receptor 1
VPS13C	0.39441027506261384	0.6487749536824492	No data	No data	No data	No data	No data	No data	vacuolar protein sorting 13 homolog C
FGFR4	0.3938750021754678	0.6478944704280245	No data	No data	No data	No data	No data	No data	fibroblast growth factor receptor 4
CDKN2A	0.3937592252109356	0.6061981013537701	No data	No data	No data	0.8301184951780611	No data	No data	cyclin dependent kinase inhibitor 2A
PDE4B	0.39345881974016333	No data	No data	0.6450821241323312	No data	0.04255515583281348	No data	No data	phosphodiesterase 4B
FOXK1	0.3931713385334176	0.646736997168215	No data	No data	No data	No data	No data	No data	forkhead box K1
PCSK9	0.3928752748401953	No data	No data	0.607930797611621	No data	0.7663839452455546	No data	No data	proprotein convertase subtilisin/kexin type 9
CRHR2	0.39282732916926494	0.6343755817155563	No data	No data	No data	0.23591092340650963	No data	No data	corticotropin releasing hormone receptor 2
PDE4A	0.3927196600307939	No data	No data	0.6450821241323312	No data	0.01823792392834863	No data	No data	phosphodiesterase 4A
SLC22A12	0.3927196600307939	No data	No data	0.6450821241323312	No data	0.01823792392834863	No data	No data	solute carrier family 22 member 12
PDE4C	0.3921652902487669	No data	No data	0.6450821241323312	No data	No data	No data	No data	phosphodiesterase 4C
THADA	0.3919664033658275	0.6330162395963912	No data	No data	No data	0.23477461431205413	No data	No data	THADA armadillo repeat containing
TET1	0.39147855694755124	0.6366805500053572	No data	No data	No data	0.14543899984528016	No data	No data	tet methylcytosine dioxygenase 1
RELN	0.3904682364851243	0.6398588763632488	No data	No data	No data	0.04863446380892969	No data	No data	reelin
NOS3	0.39006179631247606	0.06957963664130387	No data	0.607930797611621	No data	0.3057894389904781	No data	0.4427559999005436	nitric oxide synthase 3
FOCAD	0.38998815561071887	0.6196488304491785	No data	No data	No data	No data	No data	0.43704145040299436	focadhesin
INPPL1	0.38984647212756407	0.607930797611621	No data	No data	No data	0.13711026579231844	No data	0.6058030398199804	inositol polyphosphate phosphatase like 1
CTBP1	0.3895827731877514	0.6374271341538764	No data	No data	No data	0.06813891023230254	No data	No data	C-terminal binding protein 1
NLGN1	0.38914683099665626	0.6401169878635828	No data	No data	No data	No data	No data	No data	neuroligin 1
SCN5A	0.3887429111897149	No data	No data	0.6394525704520481	No data	No data	No data	No data	sodium voltage-gated channel alpha subunit 5
RBMS1	0.38865386840958926	0.63429067275974	No data	No data	No data	0.10030858160591746	No data	No data	RNA binding motif single stranded interacting protein 1
S1PR1	0.3885849854065088	No data	No data	0.607930797611621	No data	0.6252399383769518	No data	No data	sphingosine-1-phosphate receptor 1
WT1	0.38839780155441683	0.6388848913072278	No data	No data	No data	No data	No data	No data	WT1 transcription factor
SETD5	0.38779431863374797	0.6378922077270576	No data	No data	No data	No data	No data	No data	SET domain containing 5
NEGR1	0.3876730233493638	0.6341210927586045	No data	No data	No data	0.07143186871936548	No data	No data	neuronal growth regulator 1
MAML3	0.3875673385222037	0.6375188426788712	No data	No data	No data	No data	No data	No data	mastermind like transcriptional coactivator 3
SGIP1	0.38750426338600746	0.6374150888693191	No data	No data	No data	No data	No data	No data	SH3GL interacting endocytic adaptor 1
COL27A1	0.3873358101009825	0.6371379960066335	No data	No data	No data	No data	No data	No data	collagen type XXVII alpha 1 chain
MBNL1	0.3857953802947956	0.6346041059450692	No data	No data	No data	No data	No data	No data	muscleblind like splicing regulator 1
ID4	0.3856481320453324	0.6343618937557185	No data	No data	No data	No data	No data	No data	inhibitor of DNA binding 4
GRID1	0.38517163036766555	0.633578084678207	No data	No data	No data	No data	No data	No data	glutamate ionotropic receptor delta type subunit 1
ADORA2A	0.3851554896771763	No data	No data	0.6292083755280278	No data	0.08686317879874046	No data	No data	adenosine A2a receptor
FAIM2	0.3843469713349043	0.6006175407608958	No data	No data	No data	0.6320808485467427	No data	No data	Fas apoptotic inhibitory molecule 2
DLEU7	0.3843049119232005	0.6321523986496818	No data	No data	No data	No data	No data	No data	deleted in lymphocytic leukemia 7
FAAH	0.38339290175354246	No data	No data	0.6231290675519116	No data	0.1504628724088762	No data	No data	fatty acid amide hydrolase
PPARD	0.3833487638866295	No data	No data	0.5975442792565082	No data	0.6607065695260074	No data	No data	peroxisome proliferator activated receptor delta
GCKR	0.3833456756380461	0.5837192876114413	No data	No data	No data	0.5045708143455117	No data	0.7128511084742872	glucokinase regulator
ADORA2B	0.383240860707768	No data	No data	0.6292083755280278	No data	0.023874793379536387	No data	No data	adenosine A2b receptor
EXOC6	0.38263617078439144	0.6154250378439643	No data	No data	No data	0.2796481669013457	No data	No data	exocyst complex component 6
SGCG	0.382569558289045	0.6283859774958627	No data	No data	No data	0.01823792392834863	No data	No data	sarcoglycan gamma
TRHR	0.38230433935522906	0.6288616086850491	No data	No data	No data	No data	No data	No data	thyrotropin releasing hormone receptor
ZFP36L2	0.38195828910194524	0.6282923822950663	No data	No data	No data	No data	No data	No data	ZFP36 ring finger protein like 2
ONECUT1	0.3812767088032943	0.6223837794271002	No data	No data	No data	0.09574910062383032	No data	No data	one cut homeobox 1
ABO	0.38102923885394163	0.618831307717842	No data	No data	No data	0.15865714929850827	No data	No data	ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase
BCL11A	0.3808000924989491	0.611383847652355	No data	No data	No data	0.30006778352486463	No data	No data	BCL11 transcription factor A
PKHD1	0.3801794355028476	0.6116878602521606	No data	No data	No data	0.2735688589252295	No data	No data	PKHD1 ciliary IPT domain containing fibrocystin/polyductin
CLEC14A	0.3790506955641917	0.6235096117080577	No data	No data	No data	No data	No data	No data	C-type lectin domain containing 14A
PDE3B	0.37878749570534154	0.04748564974888984	No data	0.607930797611621	No data	0.14735060446443674	No data	No data	phosphodiesterase 3B
PRC1	0.37848054808876075	0.61942656487473	No data	No data	No data	0.06290395058620245	No data	No data	protein regulator of cytokinesis 1
CRY2	0.3781361536030205	0.6186117022048341	No data	No data	No data	0.06787114842209599	No data	No data	cryptochrome circadian regulator 2
ANKDD1B	0.3776837714518242	0.6212611253380009	No data	No data	No data	No data	No data	No data	ankyrin repeat and death domain containing 1B
ZNRF3	0.37762481403421827	0.6211641448628588	No data	No data	No data	No data	No data	No data	zinc and ring finger 3
ZC3H12C	0.37754955979380367	0.6210403573516646	No data	No data	No data	No data	No data	No data	zinc finger CCCH-type containing 12C
CHRNA4	0.3775335211407288	No data	No data	0.607930797611621	No data	0.2616635474720019	No data	No data	cholinergic receptor nicotinic alpha 4 subunit
ABCB10	0.3758599248617947	0.6182610361877311	No data	No data	No data	No data	No data	No data	ATP binding cassette subfamily B member 10
SCN3A	0.3751725189486887	0.032601006194924134	No data	0.5792229543910723	No data	No data	No data	0.6857003448960876	sodium voltage-gated channel alpha subunit 3
INS-IGF2	0.3745335620316232	0.6160792700469427	No data	No data	No data	No data	No data	No data	INS-IGF2 readthrough
CDC123	0.3738424639720644	0.6015739581114219	No data	No data	No data	0.267370162095317	No data	No data	cell division cycle 123
LIPH	0.37362599130213126	0.6131425494672614	No data	No data	No data	0.028876712886552	No data	No data	lipase H
CHRNB2	0.37235170359483705	No data	No data	0.607930797611621	No data	0.09118961964174316	No data	No data	cholinergic receptor nicotinic beta 2 subunit
VEGFA	0.37221914595790834	0.5685269242211907	No data	No data	No data	0.874906142505648	No data	No data	vascular endothelial growth factor A
S1PR2	0.37188972877648113	No data	No data	0.607930797611621	No data	0.07599134970145263	No data	No data	sphingosine-1-phosphate receptor 2
PTGIR	0.3714277539581253	No data	No data	0.607930797611621	No data	0.06079307976116211	No data	No data	prostaglandin I2 receptor
IGF2BP1	0.37074945237923	0.6080309046151045	No data	No data	No data	0.03647584785669726	No data	No data	insulin like growth factor 2 mRNA binding protein 1
JARID2	0.3705971952357915	0.60960424556834	No data	No data	No data	No data	No data	No data	jumonji and AT-rich interaction domain containing 2
MCF2L2	0.37050380432141355	0.607930797611621	No data	No data	No data	0.030396539880581056	No data	No data	MCF.2 cell line derived transforming sequence-like 2
PDE1C	0.37033441355468305	No data	No data	0.607930797611621	No data	0.024823840902474525	No data	No data	phosphodiesterase 1C
PDE7B	0.37031901439407117	No data	No data	0.607930797611621	No data	0.024317231904464845	No data	No data	phosphodiesterase 7B
PCGF3	0.37015625579591505	0.6088789336716427	No data	No data	No data	No data	No data	No data	polycomb group ring finger 3
PDE10A	0.36994943453938645	No data	No data	0.607930797611621	No data	0.012158615952232422	No data	No data	phosphodiesterase 10A
PDE9A	0.36994943453938645	No data	No data	0.607930797611621	No data	0.012158615952232422	No data	No data	phosphodiesterase 9A
CYTIP	0.36993991890034905	0.6085230759055681	No data	No data	No data	No data	No data	No data	cytohesin 1 interacting protein
ZNF799	0.3697452438420922	0.6082028502170166	No data	No data	No data	No data	No data	No data	zinc finger protein 799
PDE6D	0.3695798546847018	No data	No data	0.607930797611621	No data	No data	No data	No data	phosphodiesterase 6D
